2019-11-24 16:40:07,131 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=c35bbb43-f1dc-4780-b323-d52148e2b91a
2019-11-24 21:41:50,210 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (Die Datei "C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config" konnte nicht gefunden werden.)
2019-11-24 21:41:50,223 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2019-11-24 21:41:50,231 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2019-11-24 21:41:50,237 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2019-11-24 21:41:50,277 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=0656f00f-4286-4420-969e-cb6ad457508f
2019-11-24 21:41:50,300 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2019-11-24 21:41:50,310 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2019-11-24 21:41:50,727 [12] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2019-11-24 21:41:50,734 [12] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2019-11-24 21:41:50,743 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 0656f00f-4286-4420-969e-cb6ad457508f, Hostname localhost, IPv6Address 
2019-11-24 21:41:50,809 [10] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=0656f00f-4286-4420-969e-cb6ad457508f
2019-11-24 21:41:50,997 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=0656f00f-4286-4420-969e-cb6ad457508f
2019-11-24 21:41:51,004 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2019-11-24 21:41:51,008 [10] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=0656f00f-4286-4420-969e-cb6ad457508f
2019-11-24 21:41:51,047 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=0656f00f-4286-4420-969e-cb6ad457508f
2019-11-24 21:41:51,054 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2019-11-24 21:43:29,625 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=71b3812f-b5c3-4760-9875-955ca6980277
2019-11-24 21:43:29,650 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - User has no Admin rights. HttpQueuePerformanceCounters initialization skipped
2019-11-24 21:43:29,660 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2019-11-24 21:43:30,023 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2019-11-24 21:43:30,029 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2019-11-24 21:43:30,035 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2019-11-24 21:43:30,041 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2019-11-24 21:43:30,047 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2019-11-24 21:43:30,053 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2019-11-24 21:43:30,059 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2019-11-24 21:43:30,065 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2019-11-24 21:43:30,071 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2019-11-24 21:43:30,077 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2019-11-24 21:43:30,084 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2019-11-24 21:43:30,092 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2019-11-24 21:43:30,099 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2019-11-24 21:43:30,107 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2019-11-24 21:43:30,120 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (Die Datei "C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config" konnte nicht gefunden werden.)
2019-11-24 21:43:30,134 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2019-11-24 21:43:30,144 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2019-11-24 21:43:30,150 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2019-11-24 21:43:30,189 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=71b3812f-b5c3-4760-9875-955ca6980277
2019-11-24 21:43:30,210 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2019-11-24 21:43:30,221 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2019-11-24 21:43:30,647 [14] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2019-11-24 21:43:30,653 [14] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2019-11-24 21:43:30,661 [14] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 71b3812f-b5c3-4760-9875-955ca6980277, Hostname localhost, IPv6Address 
2019-11-24 21:43:30,727 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=71b3812f-b5c3-4760-9875-955ca6980277
2019-11-24 21:44:49,370 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=71b3812f-b5c3-4760-9875-955ca6980277
2019-11-24 21:44:49,384 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2019-11-24 21:44:49,388 [18] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=71b3812f-b5c3-4760-9875-955ca6980277
2019-11-24 21:44:49,440 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=71b3812f-b5c3-4760-9875-955ca6980277
2019-11-24 21:44:49,448 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2019-11-24 21:45:42,121 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=63a4ef37-1c97-4f01-99e3-8d68c49e0e5f
2019-11-24 21:45:42,148 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - User has no Admin rights. HttpQueuePerformanceCounters initialization skipped
2019-11-24 21:45:42,158 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2019-11-24 21:45:42,514 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2019-11-24 21:45:42,521 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2019-11-24 21:45:42,528 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2019-11-24 21:45:42,534 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2019-11-24 21:45:42,541 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2019-11-24 21:45:42,547 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2019-11-24 21:45:42,554 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2019-11-24 21:45:42,560 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2019-11-24 21:45:42,566 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2019-11-24 21:45:42,572 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2019-11-24 21:45:42,578 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2019-11-24 21:45:42,585 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2019-11-24 21:45:42,591 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2019-11-24 21:45:42,597 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2019-11-24 21:45:42,610 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (Die Datei "C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config" konnte nicht gefunden werden.)
2019-11-24 21:45:42,622 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2019-11-24 21:45:42,630 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2019-11-24 21:45:42,637 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2019-11-24 21:45:42,673 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=63a4ef37-1c97-4f01-99e3-8d68c49e0e5f
2019-11-24 21:45:42,693 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2019-11-24 21:45:42,704 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2019-11-24 21:45:43,102 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=63a4ef37-1c97-4f01-99e3-8d68c49e0e5f
2019-11-24 21:45:43,111 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2019-11-24 21:45:43,114 [14] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=63a4ef37-1c97-4f01-99e3-8d68c49e0e5f
2019-11-24 21:45:43,163 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=63a4ef37-1c97-4f01-99e3-8d68c49e0e5f
2019-11-24 21:45:43,170 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2019-11-24 21:47:07,548 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=a893829a-28ec-43b0-a5fe-706c166f5819
2019-11-24 21:47:07,587 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - User has no Admin rights. HttpQueuePerformanceCounters initialization skipped
2019-11-24 21:47:07,598 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2019-11-24 21:47:07,965 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2019-11-24 21:47:07,974 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2019-11-24 21:47:07,981 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2019-11-24 21:47:07,986 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2019-11-24 21:47:07,993 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2019-11-24 21:47:08,000 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2019-11-24 21:47:08,006 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2019-11-24 21:47:08,013 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2019-11-24 21:47:08,020 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2019-11-24 21:47:08,027 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2019-11-24 21:47:08,034 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2019-11-24 21:47:08,041 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2019-11-24 21:47:08,048 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2019-11-24 21:47:08,055 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2019-11-24 21:47:08,069 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (Die Datei "C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config" konnte nicht gefunden werden.)
2019-11-24 21:47:08,082 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2019-11-24 21:47:08,090 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2019-11-24 21:47:08,097 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2019-11-24 21:47:08,135 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=a893829a-28ec-43b0-a5fe-706c166f5819
2019-11-24 21:47:08,158 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2019-11-24 21:47:08,167 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2019-11-24 21:47:08,606 [12] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2019-11-24 21:47:08,614 [12] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2019-11-24 21:47:08,623 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID a893829a-28ec-43b0-a5fe-706c166f5819, Hostname localhost, IPv6Address 
2019-11-24 21:47:08,704 [14] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=a893829a-28ec-43b0-a5fe-706c166f5819
2019-11-24 21:47:23,405 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=a893829a-28ec-43b0-a5fe-706c166f5819
2019-11-24 21:47:23,417 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2019-11-24 21:47:23,420 [10] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=a893829a-28ec-43b0-a5fe-706c166f5819
2019-11-24 21:47:23,472 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=a893829a-28ec-43b0-a5fe-706c166f5819
2019-11-24 21:47:23,482 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2019-11-24 21:47:27,062 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=5c824c1e-9ba5-4f5a-bbe7-d169e3cf6820
2019-11-24 21:47:27,089 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - User has no Admin rights. HttpQueuePerformanceCounters initialization skipped
2019-11-24 21:47:27,100 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2019-11-24 21:47:27,459 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2019-11-24 21:47:27,466 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2019-11-24 21:47:27,473 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2019-11-24 21:47:27,480 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2019-11-24 21:47:27,488 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2019-11-24 21:47:27,495 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2019-11-24 21:47:27,502 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2019-11-24 21:47:27,508 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2019-11-24 21:47:27,516 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2019-11-24 21:47:27,522 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2019-11-24 21:47:27,529 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2019-11-24 21:47:27,535 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2019-11-24 21:47:27,542 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2019-11-24 21:47:27,550 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2019-11-24 21:47:27,563 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (Die Datei "C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config" konnte nicht gefunden werden.)
2019-11-24 21:47:27,576 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2019-11-24 21:47:27,584 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2019-11-24 21:47:27,591 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2019-11-24 21:47:27,630 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=5c824c1e-9ba5-4f5a-bbe7-d169e3cf6820
2019-11-24 21:47:27,652 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=Game; AppPath=C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\LoadBalancing\GameServer, Type=Photon.LoadBalancing.GameServer.GameApplication 
2019-11-24 21:47:27,664 [1] INFO  Photon.SocketServer.Diagnostics.CounterPublisher - CounterPublisher started publishing ExitGames.Diagnostics.Monitoring.CounterSamplePublisher to ExitGames.Diagnostics.Monitoring.CounterSampleSender
2019-11-24 21:47:28,112 [14] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2019-11-24 21:47:28,119 [14] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2019-11-24 21:47:28,129 [14] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 5c824c1e-9ba5-4f5a-bbe7-d169e3cf6820, Hostname localhost, IPv6Address 
2019-11-24 21:47:28,198 [15] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Successfully registered at master server: serverId=5c824c1e-9ba5-4f5a-bbe7-d169e3cf6820
2019-11-24 21:47:55,192 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - OnStopRequested: serverid=5c824c1e-9ba5-4f5a-bbe7-d169e3cf6820
2019-11-24 21:47:55,204 [1] INFO  Photon.SocketServer.ApplicationBase - Application is stopping: AppId=Game
2019-11-24 21:47:55,209 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=5c824c1e-9ba5-4f5a-bbe7-d169e3cf6820
2019-11-24 21:47:55,259 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TearDown: serverId=5c824c1e-9ba5-4f5a-bbe7-d169e3cf6820
2019-11-24 21:47:55,268 [1] INFO  Photon.SocketServer.ApplicationBase - Application stop: AppId=Game
2019-11-24 21:47:58,781 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=283e8a88-d204-495f-9674-110f7e13c609
2019-11-24 21:47:58,807 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - User has no Admin rights. HttpQueuePerformanceCounters initialization skipped
2019-11-24 21:47:58,817 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - TokenCreator intialized with an expiration of 02:46:40
2019-11-24 21:47:59,177 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2019-11-24 21:47:59,185 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2019-11-24 21:47:59,193 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2019-11-24 21:47:59,200 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2019-11-24 21:47:59,208 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2019-11-24 21:47:59,216 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2019-11-24 21:47:59,222 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2019-11-24 21:47:59,229 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2019-11-24 21:47:59,236 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2019-11-24 21:47:59,242 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2019-11-24 21:47:59,249 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2019-11-24 21:47:59,255 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2019-11-24 21:47:59,261 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2019-11-24 21:47:59,268 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2019-11-24 21:47:59,280 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Could not initialize Feedback Control System from configuration: Invalid configuration file C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config. Using default settings... (Die Datei "C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\Workload.config" konnte nicht gefunden werden.)
2019-11-24 21:47:59,293 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in C:\Users\Torben\dev\SEE\Photon Server\Photon-OnPremise-Server-SDK_v4-0-29-11263\deploy\ServerState.txt
2019-11-24 21:47:59,301 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
